,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SalePrice
0,12.69262258528247,12.686189379390555,1.0,1.7304631471189666,2.5409627556327754,2.820334103642824,2.5409627556327754,12.170326790619496,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,2.194317637875777,8.483295642295591,1.7304631471189666,1.0,2.820334103642824,2.194317637875777,2.820334103642824,2.5409627556327754,1.0,2.194317637875777,3.2596737867230705,11.506270963009685,2.194317637875777,3.055641538058108,2.194317637875777,3.055641538058108,15.187526814497952,14.698887979000148,1.7304631471189666,1.0,1.7304631471189666,2.194317637875777,1.0,20.212182313188084,6.831327892742091,2.5409627556327754,1.0,3.885846472488202,9.059125775508376,1.0,2.820334103642824,6.7146689026506605,2.820334103642824,3.440268378362637,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.6025944687727294,12.69262258528247,1.0,15.187526814497952,15.187526814497952,2.194317637875777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.24769911637256
1,13.792276226358874,1.0,1.0,1.7304631471189666,2.5409627556327754,2.820334103642824,1.7304631471189666,13.062831653433358,1.0,1.0,3.2596737867230705,1.0,1.7304631471189666,2.194317637875777,9.897843946804546,1.7304631471189666,1.0,2.820334103642824,2.5409627556327754,2.820334103642824,3.055641538058108,1.7304631471189666,2.194317637875777,3.2596737867230705,11.06209830903299,2.194317637875777,3.055641538058108,2.194317637875777,3.055641538058108,15.145138012244155,13.792276226358874,1.0,1.0,1.7304631471189666,2.5409627556327754,1.0,20.71220477890197,7.221213632878419,2.5409627556327754,1.0,3.055641538058108,1.0,1.0,3.440268378362637,1.0,3.440268378362637,3.2596737867230705,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.2596737867230705,13.792276226358874,10.010205578972315,15.145138012244155,15.145138012244155,1.7304631471189666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.109016442313738
2,12.89203905911452,12.724598476197201,1.0,1.7304631471189666,2.5409627556327754,2.820334103642824,2.194317637875777,11.200342662007953,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,2.194317637875777,10.917059938656934,1.7304631471189666,1.0,2.820334103642824,2.194317637875777,2.820334103642824,3.055641538058108,1.7304631471189666,2.194317637875777,3.2596737867230705,11.775536258885502,2.194317637875777,3.055641538058108,2.194317637875777,3.055641538058108,15.184403604277843,14.83208545463177,1.7304631471189666,1.0,1.7304631471189666,2.194317637875777,1.0,21.347240908682487,6.914940018959451,1.0,1.0,3.885846472488202,8.646538007903064,1.0,4.0113402432628344,6.0533710494211155,2.820334103642824,3.440268378362637,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.2596737867230705,12.89203905911452,1.0,15.184403604277843,15.185965540731983,2.194317637875777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.317171167298682
3,13.013683020322897,12.354094166792635,1.0,1.7304631471189666,2.5409627556327754,1.7304631471189666,2.5409627556327754,9.274265741119429,1.0,1.0,3.2596737867230705,1.7304631471189666,1.0,2.820334103642824,11.468499910096941,1.7304631471189666,9.797735592116597,2.820334103642824,2.5409627556327754,2.820334103642824,2.194317637875777,1.7304631471189666,1.7304631471189666,3.2596737867230705,11.918252927785405,2.5409627556327754,3.055641538058108,2.5409627556327754,3.055641538058108,15.179713812657004,14.711364159471431,1.0,2.194317637875777,1.7304631471189666,2.194317637875777,1.0,20.691552676807884,6.684506656824126,1.0,1.0,4.0113402432628344,1.0,1.0,2.820334103642824,5.745132396064701,2.820334103642824,3.440268378362637,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.440268378362637,12.354094166792635,1.0,15.047528636178493,15.135651502935826,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.849404844423074
4,13.510587913259403,13.271364745626231,1.0,1.7304631471189666,2.820334103642824,2.820334103642824,1.0,11.971129399749735,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,2.194317637875777,11.221051196470764,1.7304631471189666,1.0,2.820334103642824,2.194317637875777,2.820334103642824,3.055641538058108,1.7304631471189666,2.194317637875777,3.2596737867230705,12.627707599932261,2.5409627556327754,3.055641538058108,2.194317637875777,3.055641538058108,15.182841004523032,15.480029495615659,1.7304631471189666,1.0,1.7304631471189666,2.194317637875777,1.0,22.32515985291932,7.314734756825906,1.0,1.0,3.885846472488202,10.391827134755262,1.0,2.5409627556327754,7.314734756825906,2.820334103642824,3.6025944687727294,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.750250297485029,13.510587913259403,9.013883697367245,15.182841004523032,15.182841004523032,2.194317637875777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.429220196836383
5,12.493820273589396,11.589574424774424,10.178050664421775,1.7304631471189666,1.7304631471189666,2.820334103642824,2.5409627556327754,12.267216541031873,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,2.194317637875777,6.80273872401839,1.7304631471189666,1.0,2.820334103642824,2.5409627556327754,2.194317637875777,2.5409627556327754,1.0,1.7304631471189666,3.2596737867230705,11.169007130464756,2.194317637875777,3.055641538058108,2.5409627556327754,3.055641538058108,15.171884182186483,14.015962914755876,1.7304631471189666,1.0,1.7304631471189666,2.5409627556327754,1.0,22.282282796539835,7.337529394588084,1.0,1.0,3.750250297485029,1.0,12.147538247731708,1.7304631471189666,5.492017742920502,2.820334103642824,3.055641538058108,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.055641538058108,12.493820273589396,5.969939052451073,15.171884182186483,15.175018034740056,2.5409627556327754,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.870606902224587
6,14.670207259396387,1.0,1.0,1.7304631471189666,2.5409627556327754,2.820334103642824,1.0,14.031092624489567,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,1.0,10.15574970587587,1.7304631471189666,1.0,2.820334103642824,2.194317637875777,2.820334103642824,2.194317637875777,1.7304631471189666,2.194317637875777,3.2596737867230705,11.89354133302396,2.194317637875777,3.055641538058108,2.194317637875777,3.055641538058108,15.189087426187385,14.670207259396387,1.0,1.0,1.7304631471189666,2.194317637875777,1.0,20.907528872852918,7.098626104970388,2.5409627556327754,1.0,3.055641538058108,8.944502934774821,1.0,3.885846472488202,6.59142712460611,2.820334103642824,3.6025944687727294,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.440268378362637,14.655780507688625,9.64931139996047,15.189087426187385,15.19064737641105,1.7304631471189666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.634606283893019
7,13.413831308023239,13.077149047696548,1.0,1.7304631471189666,2.5409627556327754,2.820334103642824,2.194317637875777,12.702248507491014,5.597156711708115,1.0,1.7304631471189666,1.7304631471189666,1.0,2.194317637875777,9.274265741119429,1.7304631471189666,9.39538258223558,2.820334103642824,2.5409627556327754,2.820334103642824,3.055641538058108,2.194317637875777,2.194317637875777,3.2596737867230705,11.189934126006927,2.194317637875777,3.055641538058108,2.194317637875777,3.055641538058108,15.140397821243571,15.320888266014626,1.7304631471189666,1.0,1.7304631471189666,2.5409627556327754,1.0,21.023861568757013,7.221213632878419,1.0,1.0,3.885846472488202,9.511219710154148,10.391827134755262,2.194317637875777,9.147315588624346,3.055641538058108,3.440268378362637,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.440268378362637,13.413831308023239,9.463563732298573,15.140397821243571,15.140397821243571,2.5409627556327754,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.206077645517674
8,13.186750882025454,12.339778687893531,1.0,1.7304631471189666,2.194317637875777,2.820334103642824,2.5409627556327754,1.0,1.0,3.2596737867230705,3.2596737867230705,1.0,1.0,2.820334103642824,12.987363555250518,1.7304631471189666,9.158132683068054,2.820334103642824,2.5409627556327754,2.820334103642824,3.055641538058108,2.194317637875777,2.194317637875777,2.194317637875777,11.105326135535595,2.194317637875777,3.055641538058108,2.5409627556327754,1.7304631471189666,15.073383820784445,14.811378405864021,1.0,2.194317637875777,2.194317637875777,2.5409627556327754,1.0,18.98987134386776,6.392276337227255,2.5409627556327754,1.0,3.750250297485029,1.0,1.0,3.2596737867230705,1.0,2.820334103642824,3.440268378362637,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.6025944687727294,12.987363555250518,7.448232316019433,15.073383820784445,15.103851511653946,2.194317637875777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.774527900858468
9,13.335431399519656,1.0,1.0,1.7304631471189666,2.194317637875777,2.820334103642824,2.5409627556327754,12.676515545860786,1.0,2.194317637875777,3.2596737867230705,1.7304631471189666,1.0,2.820334103642824,8.338607270038526,1.7304631471189666,1.0,2.820334103642824,2.5409627556327754,2.820334103642824,3.055641538058108,2.194317637875777,1.7304631471189666,3.2596737867230705,9.158132683068054,1.7304631471189666,3.055641538058108,2.194317637875777,2.194317637875777,15.086243227218915,13.335431399519656,1.0,1.0,2.194317637875777,2.5409627556327754,1.0,19.712543705168287,6.357203202420049,2.5409627556327754,1.0,2.820334103642824,1.0,1.0,1.0,2.820334103642824,3.055641538058108,3.055641538058108,2.194317637875777,1.0,2.5409627556327754,1.0,1.7304631471189666,3.055641538058108,13.099928771272056,1.0,15.086243227218915,15.103851511653946,2.194317637875777,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.678448377988165
